old,new
0.35388604925821654,0.6708475067907569
0.860808885492348,0.513569770722086
0.605721364771109,0.7096024530817278
0.06795018867524094,0.33741416089527143
0.5567294701250838,0.24972992789565684
0.36406100506842054,0.05072158274328242
0.22218734000038798,0.8281193018881008
0.5773825253808247,0.8072546283277275
0.22560560541755081,0.258708326144106
0.5197530992111508,0.28116489379047904
0.5213841763713986,0.8776352794209396
0.6228037547834802,0.6180493436968649
0.9026251196933693,0.8434650972417879
0.316446224691033,0.3887251027623605
0.1153498600346684,0.4241986927520017
0.7497181788241247,0.8376235476448106
0.5352198733745628,0.96611868217262
0.43569475377986233,0.9070949505992921
0.4148948892993962,0.38461096881899715
0.5881690295487533,0.7644780985484597
0.038736693806511346,0.5281293410204335
0.3619857054750488,0.33551872817139217
0.5611713472642322,0.5470319441047828
0.5426412270799854,0.3538780964128698
0.5409686495051957,0.10241776250535917
0.5454706074692577,0.9674404884535228
0.7787242350939156,0.8341001778526784
0.3855279538017955,0.9820769334208954
0.5378622475031885,0.5520554054040769
0.39199287154129825,0.575319474817747
0.5701337389606317,0.7282348747817113
0.7076293067590963,0.41285985731182007
0.662032381939835,0.5769418984746788
0.5093384162116451,0.49967788724393347
0.33755746413716037,0.846616353695111
0.7086111591620466,0.3017006979823309
0.7785607842963616,0.5625780493647303
0.8823615084305009,0.31510401470817295
0.5860297055723097,0.5567874503118251
0.5302668101558522,0.6593558533891657
0.55730468745228,0.8961540086040631
0.38261735004726527,0.7195721495785223
0.6532015054086332,0.9532771792038099
0.06881228285011443,0.6311915810817341
0.7647864490944647,0.5308076773712189
0.5099006143808572,0.4802125229719163
0.48957982435548597,0.7489636361380353
0.7056366967487733,0.7550777945573346
0.7153790890187176,0.623576412475472
0.6679698267238702,0.5712639231631145
0.8012747336894519,0.7009279365645946
0.3024565288896236,0.5171605256106591
0.5369797475450309,0.7216202335016874
0.3245076394018771,0.6491742686476709
0.7143624235608579,0.7143060345794351
0.8585449122795126,0.5111525858601151
0.6265627059558866,0.6628099321091507
0.28839833860281217,0.809195162896965
0.5051588461074746,0.808931426194548
0.45968157020346534,0.4825686296612195
0.7188263215517414,0.49969852506736434
0.4519027141916351,0.5852270298455248
0.5749108388874109,0.7407416930906083
0.47185178738932043,0.7956752526254117
0.9349307190972223,0.4666270601849034
0.920144142321383,0.951049908090989
0.5093321000806215,0.6811542070299241
0.33389347909724865,0.7973595351165714
0.752935821273561,0.8730461286198504
0.3504353796762707,0.5302579888536478
0.612289088515352,0.8778200365718094
0.2940088944500657,0.7001652424016047
0.20220537899491542,0.3313382074586405
0.7009468000076381,0.7034831874595444
0.8169857528742146,0.6418816222560881
0.5788387768918161,0.7314923878561858
0.7049725368257455,0.4326901819423854
0.5952207197099595,0.8808991206560386
0.5816650937452251,0.6779181463608672
0.8783878488494263,0.5028159321465537
0.6454973638617065,0.6339850644523668
0.5514668799592652,0.3654954873926761
0.5352534868586927,0.4812285440969759
0.39398469734918784,0.25308375294272745
0.46425945360744647,0.5971945160681995
0.3282776626819507,0.3911307127999859
0.5994892470236518,0.39213748575973617
0.7842021648563381,0.9268819206030824
0.3449374632261072,0.4004200602805784
0.45157829335196764,0.2753998255399174
0.7840198565970884,0.528107657284132
